tweet,text_cl,text_lm,sentiment
i'm so tired but I can't put down my phone  and I feel hella stressed for finals. ugh ,i am so tired but i can not put down my phone and i feel hella stressed for finals ugh,tired not put phone feel hella stressed final ugh,0
study  for  final exam minggu depan  http://www.omaQ.org,study for final exam minggu depan url,study final exam minggu depan url,0
Nintendo E3 presser tomorrow. 9am pst/Noon est. i think i have a meeting at that time so no live tweeting for me. ,nintendo e presser tomorrow am pst noon est i think i have a meeting at that time so no live tweeting for me,nintendo presser tomorrow pst noon est think meeting time no live tweeting,0
I don't want to go to italian ,i do not want to go to italian,not want go italian,0
@BPDsTallis My pockets are empty  I have 56 cents left. lol.,user my pockets are empty i have cents left,user pocket empty cent left,0
@ashley_nicolexx yea i spoke to dom she left me a comment on myspace  i cant believe she is doing this to us,user yea i spoke to dom she left me a comment on myspace i can not believe she is doing this to us,user yea spoke dom left comment myspace not believe,0
The Rangers Are Not Doing So Hot... ,the rangers are not doing so hot,ranger not hot,0
"wow, my hearts and flowers project looks really nice  too bad its just a rough draft  i still have apush questions and gatsby...",my hearts and flowers project looks really nice too bad it is just a rough draft i still have apush questions and gatsby,heart flower project look really nice bad rough draft still apush question gatsby,0
@DominicLopez_ Detective is a fun game... until you find what you're looking for.  Usually those negative instincts are correct. ,user detective is a fun game until you find what you are looking for usually those negative instincts are correct,user detective fun game find looking usually negative instinct correct,0
@_constantstatic why arent you answering me on skype ,user why are not you answering me on skype,user not answering skype,0
i feel very ill. i think im dehydrated ,i feel very ill i think i am dehydrated,feel ill think dehydrated,0
Why is no one else as excited for this movie as I am. Everyone sucks. ,why is no one else as excited for this movie as i am everyone sucks,no one else excited movie everyone suck,0
"@enjendesigner @mpowelljones Thanks, for the advice Sorors. However, I don't like wedge sandals  That's why I wished I was taller.",user user thanks for the advice sorors however i do not like wedge sandals that is why i wished i was taller,user user thanks advice sorors however not like wedge sandal wished taller,0
home from work. finalllllllllllly. ready for that good good! if i had it.... ,home from work finay ready for that good good if i had it,home work finay ready good good,0
why won't it let me type my email for facebook in opera? ,why will not it let me type my email for facebook in opera,not let type email facebook opera,0
i just can't seem to wake up today  i think i need an iv drip filled with espresso,i just can not seem to wake up today i think i need an iv drip filled with espresso,not seem wake today think need iv drip filled espresso,0
Just made it to Evansville. The Freedom Festival is not free  but i got a sandwich at Lic's. Life is better.,just made it to evansville the freedom festival is not free but i got a sandwich at lic s life is better,made evansville freedom festival not free got sandwich lic life better,0
I've got slippy socks on and skidded off the bottom step of the stairs and twatted my knee on the wall. Waaaah ,i have got slippy socks on and skidded off the bottom step of the stairs and twatted my knee on the wall wah,got slippy sock skidded bottom step stair twatted knee wall wah,0
"CVM is showing some old movie... OMG, is this &quot;Oklahoma&quot;?! Its a western.... Yay ",cvm is showing some old movie god is this oklahoma it is a western,cvm showing old movie god oklahoma western,0
I'm so sad! Everyone moved out of 108 Baltic Street #3L today ,i am so sad everyone moved out of baltic street hashtag today,sad everyone moved baltic street hashtag today,0
I really don't want to do laundry today! ,i really do not want to do laundry today,really not want laundry today,0
sooo best day ever RUINED with the worst night ever  &lt;\3,s best day ever ruined with the worst night ever,best day ever ruined worst night ever,0
@Wickedboy_007 edge only. And apparently no push notification ,user edge only and apparently no push notification,user edge apparently no push notification,0
"It is so nice to finally have a legit job interview.  Now, back to re-applying and working the dead-end job. ",it is so nice to finally have a legit job interview now back to re applying and working the dead end job,nice finally legit job interview back applying working dead end job,0
@tommcfly :O starbucks! never tehe oooh now i want one ,user of starbucks never tehe oonow i want one,user starbucks never tehe oonow want one,0
I'm not really feeling work today ,i am not really feeling work today,not really feeling work today,0
"Last night of LA!  Then off to Sac to see Jacq, San Fran and Napa Valley with Dad, visiting Annie in NorCal, and up the coast to SEATOWN!!",last night of la then off to sac to see jacq san fran and napa valley with dad visiting annie in norcal and up the coast to seatown,last night la sac see jacq san fran napa valley dad visiting annie norcal coast seatown,0
"Just back from soccer. Bury fc won 1-0 but as the other fixtures went, they needed to win 2-0 for automatic promotion  It's play-off time",just back from soccer bury fc won but as the other fixtures went they needed to win for automatic promotion it is play off time,back soccer bury fc fixture went needed win automatic promotion play time,0
"I didn't even take a nap...Oh Boy, It's gonna be a long nite! ",i did not even take a nap boy it is going to be a long nite,not even take nap boy going long nite,0
Has A Big Sppech on Wed or Thurs and has to work on it a lot ,has a big sppech on wed or thurs and has to work on it a lot,big sppech wed thurs work lot,0
"WTF @stokes22 That sucks.  Just wasted my coffee break writing that too   (I don't want to bash them, until i get my coldplay tix)",user that sucks just wasted my coffee break writing that too i do not want to bash them until i get my coldplay tix,user suck wasted coffee break writing not want bash get coldplay tix,0
Imagine Ayatollah Khamenei &amp; Ahmadinejad with nuclear weapons  Iranian democrats must prevail #iranelection #tehran #iranians #iran,imagine ayatollah khamenei ahmadinejad with nuclear weapons iranian democrats must prevail hashtag hashtag hashtag hashtag,imagine ayatollah khamenei ahmadinejad nuclear weapon iranian democrat must prevail hashtag hashtag hashtag hashtag,0
